Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),grouping,Instrument,LibraryLayout,LibrarySelection,LibrarySource,molecule_subtype,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue_sample_type
SRR14819517,miRNA-Seq,50,27239900,PRJNA737991,SAMN19713659,10803843,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149894,GSM5385719,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385719,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819518,miRNA-Seq,50,86072450,PRJNA737991,SAMN19713658,33576400,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149895,GSM5385720,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385720,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819519,miRNA-Seq,50,84073450,PRJNA737991,SAMN19713658,32814932,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149895,GSM5385720,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385720,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819520,miRNA-Seq,50,84311200,PRJNA737991,SAMN19713658,32846592,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149895,GSM5385720,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385720,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819521,miRNA-Seq,50,84641600,PRJNA737991,SAMN19713658,32804461,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149895,GSM5385720,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385720,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819522,miRNA-Seq,50,61176850,PRJNA737991,SAMN19713657,24106767,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149896,GSM5385721,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385721,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819523,miRNA-Seq,50,60460000,PRJNA737991,SAMN19713657,23809499,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149896,GSM5385721,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385721,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819524,miRNA-Seq,50,60474800,PRJNA737991,SAMN19713657,23734653,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149896,GSM5385721,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385721,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819525,miRNA-Seq,50,60634350,PRJNA737991,SAMN19713657,23724741,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149896,GSM5385721,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385721,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819526,miRNA-Seq,50,44742850,PRJNA737991,SAMN19713656,17372534,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149897,GSM5385722,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385722,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819527,miRNA-Seq,50,43931000,PRJNA737991,SAMN19713656,17040454,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149897,GSM5385722,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385722,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819528,miRNA-Seq,50,43965300,PRJNA737991,SAMN19713656,17004933,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149897,GSM5385722,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385722,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819529,miRNA-Seq,50,43942400,PRJNA737991,SAMN19713656,16927505,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149897,GSM5385722,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385722,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819530,miRNA-Seq,50,68164800,PRJNA737991,SAMN19713655,27051931,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149898,GSM5385723,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385723,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819531,miRNA-Seq,50,67468300,PRJNA737991,SAMN19713655,26774394,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149898,GSM5385723,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385723,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819532,miRNA-Seq,50,67346600,PRJNA737991,SAMN19713655,26651640,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149898,GSM5385723,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385723,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819533,miRNA-Seq,50,67475600,PRJNA737991,SAMN19713655,26603509,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149898,GSM5385723,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385723,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819534,miRNA-Seq,50,67299250,PRJNA737991,SAMN19713654,26289669,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149899,GSM5385724,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385724,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819535,miRNA-Seq,50,66281900,PRJNA737991,SAMN19713654,25883962,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149899,GSM5385724,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385724,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819536,miRNA-Seq,50,66363500,PRJNA737991,SAMN19713654,25863524,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149899,GSM5385724,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385724,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819537,miRNA-Seq,50,66533050,PRJNA737991,SAMN19713654,25810120,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149899,GSM5385724,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385724,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819538,miRNA-Seq,50,73523150,PRJNA737991,SAMN19713650,28526905,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149979,GSM5385725,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385725,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819539,miRNA-Seq,50,72849150,PRJNA737991,SAMN19713650,28269410,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149979,GSM5385725,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385725,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819540,miRNA-Seq,50,72644650,PRJNA737991,SAMN19713650,28093128,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149979,GSM5385725,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385725,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819541,miRNA-Seq,50,72933550,PRJNA737991,SAMN19713650,28095121,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149979,GSM5385725,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385725,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819542,miRNA-Seq,50,120962150,PRJNA737991,SAMN19713649,47832850,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149980,GSM5385726,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385726,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819543,miRNA-Seq,50,119608500,PRJNA737991,SAMN19713649,47289509,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149980,GSM5385726,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385726,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819544,miRNA-Seq,50,119569600,PRJNA737991,SAMN19713649,47144613,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149980,GSM5385726,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385726,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819545,miRNA-Seq,50,119718850,PRJNA737991,SAMN19713649,47013805,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149980,GSM5385726,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385726,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819546,miRNA-Seq,50,53858650,PRJNA737991,SAMN19713980,20730687,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149981,GSM5385727,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385727,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819547,miRNA-Seq,50,53399850,PRJNA737991,SAMN19713980,20546177,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149981,GSM5385727,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385727,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819548,miRNA-Seq,50,53342850,PRJNA737991,SAMN19713980,20463285,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149981,GSM5385727,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385727,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819549,miRNA-Seq,50,53423200,PRJNA737991,SAMN19713980,20412293,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149981,GSM5385727,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385727,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819550,miRNA-Seq,50,38983550,PRJNA737991,SAMN19713979,15403367,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149982,GSM5385728,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385728,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819551,miRNA-Seq,50,38329600,PRJNA737991,SAMN19713979,15151656,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149982,GSM5385728,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385728,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819552,miRNA-Seq,50,38321950,PRJNA737991,SAMN19713979,15107822,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149982,GSM5385728,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385728,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819553,miRNA-Seq,50,38421100,PRJNA737991,SAMN19713979,15071160,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149982,GSM5385728,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385728,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819554,miRNA-Seq,50,112453400,PRJNA737991,SAMN19713653,44222233,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149983,GSM5385729,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385729,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819555,miRNA-Seq,50,111303050,PRJNA737991,SAMN19713653,43767687,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149983,GSM5385729,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385729,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819556,miRNA-Seq,50,110861100,PRJNA737991,SAMN19713653,43457002,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149983,GSM5385729,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385729,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819557,miRNA-Seq,50,111247050,PRJNA737991,SAMN19713653,43426533,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149983,GSM5385729,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385729,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819558,miRNA-Seq,50,93207000,PRJNA737991,SAMN19713652,36310920,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149984,GSM5385730,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385730,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819559,miRNA-Seq,50,92294200,PRJNA737991,SAMN19713652,35945470,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149984,GSM5385730,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385730,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819560,miRNA-Seq,50,92460650,PRJNA737991,SAMN19713652,35902972,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149984,GSM5385730,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385730,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819561,miRNA-Seq,50,92697950,PRJNA737991,SAMN19713652,35872548,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149984,GSM5385730,Severe (Timepoint 5),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385730,EDTA Platelet Depleted Plasma_Severe (Timepoint 5),SRP324141,EDTA Platelet Depleted Plasma
SRR14819562,miRNA-Seq,50,182791900,PRJNA737991,SAMN19713651,69965724,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149985,GSM5385731,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385731,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819563,miRNA-Seq,50,181381850,PRJNA737991,SAMN19713651,69381973,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149985,GSM5385731,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385731,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819564,miRNA-Seq,50,180804200,PRJNA737991,SAMN19713651,68980556,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149985,GSM5385731,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385731,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819565,miRNA-Seq,50,181811550,PRJNA737991,SAMN19713651,69088139,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149985,GSM5385731,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385731,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819566,miRNA-Seq,50,113950450,PRJNA737991,SAMN19713978,44473538,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149986,GSM5385732,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385732,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819567,miRNA-Seq,50,112244500,PRJNA737991,SAMN19713978,43875299,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149986,GSM5385732,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385732,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819568,miRNA-Seq,50,112699450,PRJNA737991,SAMN19713978,43950244,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149986,GSM5385732,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385732,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819569,miRNA-Seq,50,112596800,PRJNA737991,SAMN19713978,43705124,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149986,GSM5385732,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385732,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819570,miRNA-Seq,50,72490700,PRJNA737991,SAMN19713977,28517291,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149900,GSM5385733,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385733,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819571,miRNA-Seq,50,70893700,PRJNA737991,SAMN19713977,27903061,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149900,GSM5385733,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385733,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819572,miRNA-Seq,50,71023100,PRJNA737991,SAMN19713977,27897966,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149900,GSM5385733,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385733,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819573,miRNA-Seq,50,71249100,PRJNA737991,SAMN19713977,27851206,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149900,GSM5385733,Severe (Timepoint 3),NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385733,EDTA Platelet Depleted Plasma_Severe (Timepoint 3),SRP324141,EDTA Platelet Depleted Plasma
SRR14819574,miRNA-Seq,50,52443550,PRJNA737991,SAMN19713976,20234639,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149901,GSM5385734,Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385734,EDTA Platelet Depleted Plasma_Control,SRP324141,EDTA Platelet Depleted Plasma
